"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sense_img_url","Input.input_img1_url","Input.input_img2_url","Answer.category.label","Approve","Reject"
"306996CF7ZPVX8HBHY5EJUU5RPC1BU","3WB9XW3MQYK0354LX0C8K9PCYR1KCF","Pick the real map","we provide two maps based on remote sensing images, one is ground truth and the other one is generated by our model, can you tell which one is the ground true?","categorize, image","$0.01","Fri Apr 23 23:47:26 PDT 2021","1","BatchId:317617;OriginalHitTemplateId:921587262;","864000","864000","Mon May 03 23:47:26 PDT 2021","","","3Q5ZZ9ZEVSKE6CIG5BSIK2D1TXU58B","AR0X30VH3KHQV","Submitted","Sat Apr 24 00:51:58 PDT 2021","Sat Apr 24 00:52:15 PDT 2021","Tue May 04 00:52:15 PDT 2021","","","","17","100% (4/4)","100% (4/4)","100% (4/4)","https://i.ibb.co/tKSKZzF/Pix2pix-googlemap-58-real-A-png.png","https://i.ibb.co/JsSC5ZM/Pix2pix-googlemap-58-real-B-png.png","https://i.ibb.co/MDqgx21/Pix2pix-googlemap-58-fake-B-png.png","1"
"306996CF7ZPVX8HBHY5EJUU5RPCB14","3WB9XW3MQYK0354LX0C8K9PCYR1KCF","Pick the real map","we provide two maps based on remote sensing images, one is ground truth and the other one is generated by our model, can you tell which one is the ground true?","categorize, image","$0.01","Fri Apr 23 23:47:45 PDT 2021","1","BatchId:317617;OriginalHitTemplateId:921587262;","864000","864000","Mon May 03 23:47:45 PDT 2021","","","3O7L7BFSHIU7R1NMPYXC1LDS9MYEIT","AR0X30VH3KHQV","Submitted","Sat Apr 24 00:50:08 PDT 2021","Sat Apr 24 00:50:18 PDT 2021","Tue May 04 00:50:18 PDT 2021","","","","10","100% (4/4)","100% (4/4)","100% (4/4)","https://i.ibb.co/BqFp3Dd/Cycle-GAN-googlemap-101-real-A-png.png","https://i.ibb.co/C9K3Jtr/Cycle-GAN-googlemap-101-real-B-png.png","https://i.ibb.co/kG2p1Yy/Cycle-GAN-googlemap-101-fake-B-png.png","1"
"306W7JMRZ13D881WGJETY4HD5VI8BL","3WB9XW3MQYK0354LX0C8K9PCYR1KCF","Pick the real map","we provide two maps based on remote sensing images, one is ground truth and the other one is generated by our model, can you tell which one is the ground true?","categorize, image","$0.01","Fri Apr 23 23:47:16 PDT 2021","1","BatchId:317617;OriginalHitTemplateId:921587262;","864000","864000","Mon May 03 23:47:16 PDT 2021","","","308Q0PEVBCIQW5W5HNHQ97CHIPI9IE","AR0X30VH3KHQV","Submitted","Sat Apr 24 00:50:00 PDT 2021","Sat Apr 24 00:50:07 PDT 2021","Tue May 04 00:50:07 PDT 2021","","","","7","100% (4/4)","100% (4/4)","100% (4/4)","https://i.ibb.co/vd2YChG/Bicycle-GAN-googlemap-021-real-A-png.png","https://i.ibb.co/vvXxSt2/Bicycle-GAN-googlemap-021-fake-B-png.png","https://i.ibb.co/7Ccq4ct/Bicycle-GAN-googlemap-021-real-B-png.png","2"
"307FVKVSZUKPNVB4RZC0CQFCKJV74R","3WB9XW3MQYK0354LX0C8K9PCYR1KCF","Pick the real map","we provide two maps based on remote sensing images, one is ground truth and the other one is generated by our model, can you tell which one is the ground true?","categorize, image","$0.01","Fri Apr 23 23:48:35 PDT 2021","1","BatchId:317617;OriginalHitTemplateId:921587262;","864000","864000","Mon May 03 23:48:35 PDT 2021","","","3D4CH1LGEEYC0EQARZHNOVZ13CQ9GM","AR0X30VH3KHQV","Submitted","Sat Apr 24 00:47:01 PDT 2021","Sat Apr 24 00:47:09 PDT 2021","Tue May 04 00:47:09 PDT 2021","","","","8","100% (4/4)","100% (4/4)","100% (4/4)","https://i.ibb.co/9njC2Wq/Bicycle-GAN-googlemap-010-real-A-png.png","https://i.ibb.co/H2NWLZ4/Bicycle-GAN-googlemap-010-fake-B-png.png","https://i.ibb.co/jZ13hDJ/Bicycle-GAN-googlemap-010-real-B-png.png","2"
"30U1YOGZHD1O6PEP8DB4AL5EKA1DSX","3WB9XW3MQYK0354LX0C8K9PCYR1KCF","Pick the real map","we provide two maps based on remote sensing images, one is ground truth and the other one is generated by our model, can you tell which one is the ground true?","categorize, image","$0.01","Fri Apr 23 23:48:55 PDT 2021","1","BatchId:317617;OriginalHitTemplateId:921587262;","864000","864000","Mon May 03 23:48:55 PDT 2021","","","3IXQG4FA2X3G9XIZBDP9NK84NZYB97","AR0X30VH3KHQV","Submitted","Sat Apr 24 00:31:08 PDT 2021","Sat Apr 24 00:31:22 PDT 2021","Tue May 04 00:31:22 PDT 2021","","","","14","100% (4/4)","100% (4/4)","100% (4/4)","https://i.ibb.co/c3nt158/Pix2pix-googlemap-31-real-A-png.png","https://i.ibb.co/g9trgTB/Pix2pix-googlemap-78-fake-B-png.png","https://i.ibb.co/6vntbjV/Pix2pix-googlemap-31-real-B-png.png","2"
"30Y6N4AHZS1C5AECTOBZKB0IY8IDR9","3WB9XW3MQYK0354LX0C8K9PCYR1KCF","Pick the real map","we provide two maps based on remote sensing images, one is ground truth and the other one is generated by our model, can you tell which one is the ground true?","categorize, image","$0.01","Fri Apr 23 23:48:49 PDT 2021","1","BatchId:317617;OriginalHitTemplateId:921587262;","864000","864000","Mon May 03 23:48:49 PDT 2021","","","3W8CV64QJ64Q0ALLB5Z59VB2IC3H9T","AR0X30VH3KHQV","Submitted","Sat Apr 24 00:55:48 PDT 2021","Sat Apr 24 00:56:08 PDT 2021","Tue May 04 00:56:08 PDT 2021","","","","20","100% (4/4)","100% (4/4)","100% (4/4)","https://i.ibb.co/gTKWP77/Bicycle-GAN-googlemap-070-real-A-png.png","https://i.ibb.co/mGTw6qq/Bicycle-GAN-googlemap-070-real-B-png.png","https://i.ibb.co/LrZJQjT/Bicycle-GAN-googlemap-070-fake-B-png.png","1"
"30Z7M1Q8V1P8PYW4A5EX3TX7NDX8AQ","3WB9XW3MQYK0354LX0C8K9PCYR1KCF","Pick the real map","we provide two maps based on remote sensing images, one is ground truth and the other one is generated by our model, can you tell which one is the ground true?","categorize, image","$0.01","Fri Apr 23 23:47:15 PDT 2021","1","BatchId:317617;OriginalHitTemplateId:921587262;","864000","864000","Mon May 03 23:47:15 PDT 2021","","","3IXEICO796OTN0AIDSDI34NO35Q6TH","AR0X30VH3KHQV","Submitted","Sat Apr 24 00:44:37 PDT 2021","Sat Apr 24 00:44:43 PDT 2021","Tue May 04 00:44:43 PDT 2021","","","","6","100% (4/4)","100% (4/4)","100% (4/4)","https://i.ibb.co/DR2dQf9/Bicycle-GAN-googlemap-047-real-A-png.png","https://i.ibb.co/f8ZW9Jc/Bicycle-GAN-googlemap-047-real-B-png.png","https://i.ibb.co/xjkfnkm/Bicycle-GAN-googlemap-047-fake-B-png.png","1"
"30ZKOOGW3ZBQEYCJBK5IOJAZ97R1AZ","3WB9XW3MQYK0354LX0C8K9PCYR1KCF","Pick the real map","we provide two maps based on remote sensing images, one is ground truth and the other one is generated by our model, can you tell which one is the ground true?","categorize, image","$0.01","Fri Apr 23 23:47:26 PDT 2021","1","BatchId:317617;OriginalHitTemplateId:921587262;","864000","864000","Mon May 03 23:47:26 PDT 2021","","","3AQF3RZ55CNJ4VSHI88TM08NCWI6F9","AR0X30VH3KHQV","Submitted","Sat Apr 24 00:35:31 PDT 2021","Sat Apr 24 00:35:40 PDT 2021","Tue May 04 00:35:40 PDT 2021","","","","9","100% (4/4)","100% (4/4)","100% (4/4)","https://i.ibb.co/W3hFpz6/Cycle-GAN-googlemap-100-real-A-png.png","https://i.ibb.co/Tv84s9t/Cycle-GAN-googlemap-100-fake-B-png.png","https://i.ibb.co/PwN9f7Q/Cycle-GAN-googlemap-100-real-B-png.png","2"
"31J7RYEC0OV7AH3N8BU8XXQA3JQ1LH","3WB9XW3MQYK0354LX0C8K9PCYR1KCF","Pick the real map","we provide two maps based on remote sensing images, one is ground truth and the other one is generated by our model, can you tell which one is the ground true?","categorize, image","$0.01","Fri Apr 23 23:48:28 PDT 2021","1","BatchId:317617;OriginalHitTemplateId:921587262;","864000","864000","Mon May 03 23:48:28 PDT 2021","","","382M9COHELKC0SIMJFMQKO133HLEU1","AR0X30VH3KHQV","Submitted","Sat Apr 24 00:59:55 PDT 2021","Sat Apr 24 01:00:07 PDT 2021","Tue May 04 01:00:07 PDT 2021","","","","12","100% (4/4)","100% (4/4)","100% (4/4)","https://i.ibb.co/j6rqJQM/Pix2pix-googlemap-70-real-A-png.png","https://i.ibb.co/LvGGRZN/Pix2pix-googlemap-70-fake-B-png.png","https://i.ibb.co/8PskRKf/Pix2pix-googlemap-70-real-B-png.png","2"
"31JUPBOOSQ9PLHN87W3NC7DIHPW8L8","3WB9XW3MQYK0354LX0C8K9PCYR1KCF","Pick the real map","we provide two maps based on remote sensing images, one is ground truth and the other one is generated by our model, can you tell which one is the ground true?","categorize, image","$0.01","Fri Apr 23 23:48:11 PDT 2021","1","BatchId:317617;OriginalHitTemplateId:921587262;","864000","864000","Mon May 03 23:48:11 PDT 2021","","","3DBQWDE4YA3Z9J5KBDH12Z3WIST5NZ","AR0X30VH3KHQV","Submitted","Sat Apr 24 01:01:04 PDT 2021","Sat Apr 24 01:01:10 PDT 2021","Tue May 04 01:01:10 PDT 2021","","","","6","100% (4/4)","100% (4/4)","100% (4/4)","https://i.ibb.co/4T6Z7xf/Bicycle-GAN-googlemap-011-real-A-png.png","https://i.ibb.co/Hn1x4C5/Bicycle-GAN-googlemap-011-fake-B-png.png","https://i.ibb.co/tPMtZZX/Bicycle-GAN-googlemap-011-real-B-png.png","2"
